time_ms,T_IR_Pd0um,T_IR_Pd10um,T_IR_Pd20um,T_IR_Pd40um,T_IR_Pd60um,T_IR_Pd100um
116.6333,114.9007,114.9290,114.9604,115.0322,115.1320,115.3623
116.9339,114.8970,114.9251,114.9565,115.0287,115.1282,115.3585
117.2345,114.8933,114.9214,114.9529,115.0249,115.1247,115.3548
117.5351,114.8896,114.9178,114.9492,115.0212,115.1208,115.3514
117.8357,114.8860,114.9141,114.9456,115.0176,115.1173,115.3480
118.1363,114.8823,114.9105,114.9419,115.0141,115.1137,115.3444
118.4369,114.8788,114.9069,114.9383,115.0105,115.1103,115.3409
118.7375,114.8751,114.9035,114.9349,115.0069,115.1066,115.3376
119.0381,114.8716,114.8998,114.9313,115.0036,115.1031,115.3343
119.3387,114.8680,114.8963,114.9278,115.0000,115.0997,115.3309
119.6393,114.8646,114.8930,114.9244,114.9966,115.0962,115.3274
119.9399,114.8612,114.8893,114.9210,114.9932,115.0928,115.3243
120.2405,114.8577,114.8861,114.9176,114.9899,115.0893,115.3210
120.5411,114.8544,114.8826,114.9142,114.9865,115.0862,115.3176
120.8417,114.8508,114.8793,114.9110,114.9831,115.0827,115.3144
121.1423,114.8477,114.8760,114.9076,114.9799,115.0794,115.3115
121.4429,114.8443,114.8726,114.9043,114.9766,115.0762,115.3080
121.7435,114.8410,114.8695,114.9010,114.9733,115.0730,115.3050
122.0441,114.8377,114.8661,114.8978,114.9701,115.0697,115.3018
122.3447,114.8344,114.8630,114.8946,114.9671,115.0664,115.2990
122.6453,114.8314,114.8597,114.8913,114.9638,115.0634,115.2957
122.9459,114.8280,114.8566,114.8883,114.9607,115.0601,115.2926
123.2465,114.8250,114.8534,114.8851,114.9576,115.0571,115.2896
123.5471,114.8218,114.8503,114.8820,114.9545,115.0539,115.2868
123.8477,114.8186,114.8473,114.8789,114.9515,115.0510,115.2836
124.1483,114.8156,114.8441,114.8759,114.9484,115.0477,115.2806
124.4489,114.8125,114.8412,114.8728,114.9455,115.0448,115.2778
124.7495,114.8096,114.8381,114.8699,114.9424,115.0418,115.2751
125.0501,114.8065,114.8351,114.8669,114.9395,115.0390,115.2720
125.3507,114.8036,114.8322,114.8638,114.9366,115.0359,115.2692
125.6513,114.8007,114.8291,114.8610,114.9337,115.0330,115.2665
125.9519,114.7977,114.8263,114.8581,114.9308,115.0302,115.2635
126.2525,114.7949,114.8233,114.8552,114.9279,115.0272,115.2607
126.5531,114.7919,114.8206,114.8523,114.9252,115.0244,115.2580
126.8537,114.7892,114.8177,114.8495,114.9222,115.0215,115.2554
127.1543,114.7863,114.8148,114.8468,114.9195,115.0189,115.2524
127.4549,114.7835,114.8120,114.8439,114.9167,115.0159,115.2498
127.7555,114.7808,114.8092,114.8413,114.9140,115.0132,115.2472
128.0561,114.7780,114.8066,114.8385,114.9112,115.0105,115.2448
128.3567,114.7753,114.8037,114.8358,114.9086,115.0077,115.2418
128.6573,114.7726,114.8011,114.8330,114.9060,115.0050,115.2393
128.9579,114.7699,114.7984,114.8304,114.9032,115.0024,115.2368
129.2585,114.7673,114.7957,114.8278,114.9007,114.9999,115.2343
129.5591,114.7646,114.7932,114.8250,114.8981,114.9971,115.2313
129.8597,114.7621,114.7905,114.8226,114.8955,114.9946,115.2291
130.1603,114.7594,114.7880,114.8200,114.8928,114.9920,115.2266
130.4609,114.7569,114.7853,114.8174,114.8904,114.9895,115.2242
130.7615,114.7543,114.7829,114.8149,114.8879,114.9867,115.2215
131.0621,114.7517,114.7804,114.8124,114.8852,114.9844,115.2193
131.3627,114.7493,114.7778,114.8100,114.8828,114.9819,115.2169
131.6633,114.7467,114.7754,114.8073,114.8804,114.9793,115.2145
131.9639,114.7443,114.7729,114.8050,114.8780,114.9768,115.2119
132.2645,114.7417,114.7705,114.8025,114.8754,114.9745,115.2098
132.5651,114.7394,114.7680,114.8001,114.8732,114.9721,115.2075
132.8657,114.7370,114.7657,114.7977,114.8708,114.9695,115.2050
133.1663,114.7345,114.7633,114.7954,114.8684,114.9673,115.2026
133.4669,114.7323,114.7608,114.7930,114.8660,114.9649,115.2005
133.7675,114.7298,114.7586,114.7906,114.8638,114.9626,115.1983
134.0681,114.7275,114.7562,114.7884,114.8616,114.9601,115.1958
134.3687,114.7252,114.7540,114.7860,114.8591,114.9580,115.1937
134.6693,114.7230,114.7516,114.7838,114.8570,114.9557,115.1916
134.9699,114.7207,114.7494,114.7815,114.8547,114.9533,115.1895
135.2705,114.7183,114.7472,114.7793,114.8525,114.9511,115.1868
135.5711,114.7163,114.7448,114.7771,114.8502,114.9490,115.1850
135.8717,114.7139,114.7428,114.7747,114.8482,114.9468,115.1830
136.1723,114.7118,114.7405,114.7727,114.8460,114.9444,115.1808
136.4729,114.7097,114.7383,114.7705,114.8437,114.9424,115.1783
136.7735,114.7075,114.7363,114.7684,114.8417,114.9402,115.1766
137.0741,114.7054,114.7341,114.7662,114.8395,114.9381,115.1746
137.3747,114.7032,114.7321,114.7642,114.8375,114.9358,115.1725
137.6754,114.7012,114.7298,114.7621,114.8353,114.9339,115.1701
137.9760,114.6990,114.7280,114.7599,114.8334,114.9318,115.1686
138.2766,114.6969,114.7258,114.7580,114.8313,114.9296,115.1665
138.5772,114.6950,114.7237,114.7559,114.8292,114.9276,115.1644
138.8778,114.6929,114.7217,114.7539,114.8272,114.9257,115.1622
139.1784,114.6910,114.7197,114.7519,114.8253,114.9237,115.1607
139.4790,114.6888,114.7178,114.7500,114.8233,114.9214,115.1587
139.7796,114.6870,114.7157,114.7479,114.8211,114.9197,115.1564
140.0802,114.6850,114.7139,114.7459,114.8194,114.9177,115.1547
140.3808,114.6830,114.7119,114.7441,114.8175,114.9158,115.1532
140.6814,114.6812,114.7099,114.7421,114.8155,114.9136,115.1512
140.9820,114.6791,114.7081,114.7402,114.8136,114.9120,115.1489
141.2826,114.6771,114.7061,114.7383,114.8119,114.9100,115.1474
141.5832,114.6753,114.7043,114.7366,114.8100,114.9080,115.1456
141.8838,114.6735,114.7023,114.7346,114.8080,114.9061,115.1438
142.1844,114.6716,114.7007,114.7326,114.8063,114.9044,115.1416
142.4850,114.6697,114.6987,114.7310,114.8045,114.9026,115.1402
142.7856,114.6680,114.6968,114.7291,114.8026,114.9005,115.1385
143.0862,114.6660,114.6951,114.7273,114.8007,114.8989,115.1365
143.3868,114.6643,114.6933,114.7255,114.7992,114.8971,115.1345
143.6874,114.6625,114.6916,114.7238,114.7974,114.8953,115.1333
143.9880,114.6608,114.6897,114.7220,114.7955,114.8933,115.1316
144.2886,114.6590,114.6882,114.7202,114.7939,114.8919,115.1297
144.5892,114.6572,114.6863,114.7187,114.7923,114.8901,115.1277
144.8898,114.6557,114.6845,114.7169,114.7905,114.8882,115.1267
145.1904,114.6539,114.6830,114.7152,114.7886,114.8866,115.1248
145.4910,114.6522,114.6813,114.7135,114.7873,114.8851,115.1229
145.7916,114.6506,114.6796,114.7120,114.7855,114.8834,115.1213
146.0922,114.6489,114.6779,114.7103,114.7838,114.8814,115.1201
146.3928,114.6473,114.6765,114.7085,114.7822,114.8801,115.1184
146.6934,114.6456,114.6748,114.7071,114.7808,114.8783,115.1164
146.9940,114.6442,114.6730,114.7054,114.7791,114.8767,115.1150
147.2946,114.6425,114.6717,114.7038,114.7774,114.8749,115.1139
147.5952,114.6408,114.6700,114.7022,114.7761,114.8737,115.1121
147.8958,114.6395,114.6684,114.7008,114.7745,114.8720,115.1101
148.1964,114.6377,114.6668,114.6991,114.7728,114.8702,115.1090
148.4970,114.6362,114.6654,114.6974,114.7712,114.8687,115.1078
148.7976,114.6347,114.6637,114.6962,114.7700,114.8675,115.1061
149.0982,114.6332,114.6622,114.6946,114.7684,114.8658,115.1040
149.3988,114.6317,114.6608,114.6931,114.7667,114.8639,115.1033
149.6994,114.6300,114.6592,114.6915,114.7654,114.8628,115.1018
150.0000,114.6288,114.6577,114.6903,114.7640,114.8613,115.1001
